Price (Dollar),discount_percentage,price_before_discount,rating_out_of_5,number_of_ratings,brand,Storage (GB),screen_size (Inches),Price_Category
78.57,0.0,78.57,2.5,8.0,82,4.0,5.7,0
62.71,6.36,66.97,2.9,8.0,6,16.0,6.1,0
99.99,0.0,99.99,3.6,7.0,108,128.0,6.5,0
79.0,0.0,79.0,3.2,7.0,108,32.0,6.5,0
119.99,0.0,119.99,4.1,7.0,108,128.0,6.8,0
54.0,9.98,59.99,3.0,7.0,25,16.0,3.0,0
99.0,0.0,99.0,5.0,7.0,108,32.0,6.0,0
979.0,17.17,1182.0,4.1,7.0,153,8.0,6.5,2
74.26,0.0,74.26,3.5,7.0,113,32.0,6.52,0
69.0,0.0,69.0,3.4,7.0,40,4.0,2.8,0
199.99,0.0,199.99,4.2,7.0,138,128.0,6.5,0
349.74,5.47,369.99,4.0,7.0,73,128.0,6.7,1
150.81,0.0,150.81,3.2,7.0,138,64.0,6.6,0
72.77,0.0,72.77,2.4,7.0,94,128.0,5.5,0
36.06,0.0,36.06,1.3,7.0,79,32.0,2.4,0
37.66,0.0,37.66,3.8,7.0,65,0.0,2.4,0
86.99,0.0,86.99,2.5,7.0,187,32.0,6.56,0
809.0,0.0,809.0,4.1,7.0,7,512.0,5.92,2
189.99,0.0,189.99,4.2,7.0,23,8.0,6.56,0
479.98,0.0,479.98,4.0,7.0,138,256.0,6.8,2
815.0,0.0,815.0,3.5,7.0,138,256.0,6.8,2
144.0,9.43,158.99,4.7,7.0,138,128.0,6.5,0
57.03,35.19,87.99,4.3,7.0,13,4.0,2.8,0
654.95,0.0,654.95,5.0,7.0,138,512.0,6.6,2
279.99,0.0,279.99,4.2,7.0,23,256.0,4.3,1
204.99,0.0,204.99,3.8,7.0,188,6.0,6.5,1
369.95,7.51,399.99,2.7,7.0,138,128.0,6.5,1
169.99,0.0,169.99,2.2,7.0,139,256.0,6.8,0
134.88,12.41,153.99,4.7,7.0,138,128.0,6.5,0
659.99,0.0,659.99,4.3,7.0,7,128.0,5.92,2
137.0,75.05,549.0,3.7,7.0,15,64.0,5.5,0
934.57,0.0,934.57,4.1,7.0,138,256.0,7.6,2
52.96,37.53,84.77,2.8,7.0,196,32.0,6.1,0
129.99,0.0,129.99,2.0,7.0,147,256.0,6.7,0
637.0,0.0,637.0,3.7,7.0,15,128.0,6.7,2
379.99,0.0,379.99,4.1,7.0,38,256.0,6.58,1
615.0,0.0,615.0,3.5,7.0,138,256.0,7.6,2
44.99,0.0,44.99,3.1,7.0,180,32.0,2.8,0
188.88,0.0,188.88,4.6,6.0,17,256.0,6.8,0
189.99,0.0,189.99,5.0,6.0,2,256.0,6.82,0
869.95,0.0,869.95,4.0,6.0,15,256.0,6.7,2
158.99,0.0,158.99,4.8,6.0,2,256.0,6.82,0
168.99,0.0,168.99,3.9,6.0,64,256.0,6.82,0
1098.95,0.0,1098.95,3.9,6.0,15,128.0,6.7,2
114.48,0.0,114.48,4.0,6.0,188,128.0,6.74,0
189.9,0.0,189.9,4.8,6.0,188,128.0,6.67,0
335.0,0.0,335.0,5.0,6.0,188,8.0,6.67,1
49.99,16.67,59.99,2.2,6.0,72,1.0,1.77,0
75.57,0.0,75.57,3.2,6.0,16,128.0,5.4,0
199.99,0.0,199.99,5.0,6.0,185,512.0,6.82,0
99.99,16.67,119.99,2.9,6.0,41,256.0,6.7,0
269.99,0.0,269.99,3.8,6.0,4,64.0,6.52,1
899.0,0.0,899.0,4.4,6.0,7,512.0,6.7,2
199.0,55.87,450.98,3.6,6.0,138,128.0,6.2,0
749.99,0.0,749.99,2.6,6.0,159,128.0,6.78,2
249.0,0.0,249.0,4.4,6.0,138,6.0,6.7,1
224.0,0.0,224.0,3.4,6.0,102,256.0,6.8,1
169.99,5.56,179.99,2.6,6.0,115,256.0,6.82,0
45.99,0.0,45.99,2.4,6.0,72,0.5,1.77,0
199.99,0.0,199.99,5.0,6.0,58,256.0,7.0,0
396.0,0.0,396.0,3.7,6.0,138,256.0,6.1,1
82.99,0.0,82.99,2.9,6.0,18,64.0,6.8,0
599.0,0.0,599.0,4.0,6.0,188,512.0,6.67,2
168.85,0.0,168.85,2.8,6.0,33,256.0,6.8,0
480.0,0.0,480.0,4.6,6.0,188,256.0,6.67,2
215.0,0.0,215.0,4.6,6.0,73,64.0,6.0,1
62.39,0.0,62.39,2.6,6.0,72,32.0,5.0,0
119.99,0.0,119.99,3.7,6.0,152,16.0,2.6,0
41.0,0.0,41.0,3.7,6.0,152,16.0,2.64,0
189.99,0.0,189.99,1.7,6.0,142,256.0,6.8,0
197.99,0.0,197.99,1.7,6.0,51,256.0,6.82,0
99.99,23.08,129.99,3.0,6.0,39,256.0,6.8,0
44.63,0.0,44.63,2.0,6.0,43,32.0,2.8,0
156.88,0.0,156.88,3.2,6.0,95,512.0,6.7,0
1349.0,0.0,1349.0,5.0,6.0,188,12.0,6.67,2
205.0,0.0,205.0,4.7,6.0,73,128.0,6.2,1
169.99,5.56,179.99,3.0,6.0,185,256.0,6.82,0
382.16,0.0,382.16,4.8,6.0,138,256.0,1.9,1
119.99,0.0,119.99,3.8,6.0,23,7.0,6.52,0
346.57,0.0,346.57,4.0,6.0,138,128.0,6.1,1
69.99,0.0,69.99,3.7,6.0,177,64.0,6.1,0
239.0,11.48,269.99,2.7,6.0,73,128.0,6.1,1
129.5,0.0,129.5,3.3,6.0,138,128.0,6.7,0
388.14,0.0,388.14,3.7,6.0,188,512.0,6.67,1
94.99,0.0,94.99,3.8,6.0,18,128.0,6.8,0
289.0,0.0,289.0,4.1,5.0,30,256.0,6.7,1
159.99,0.0,159.99,4.2,5.0,206,128.0,6.72,0
89.99,0.0,89.99,2.5,5.0,97,128.0,6.56,0
49.99,0.0,49.99,1.2,5.0,72,0.13,1.8,0
689.99,0.0,689.99,3.7,5.0,1,512.0,6.79,2
149.99,16.67,179.99,5.0,5.0,204,256.0,6.82,0
40.87,0.0,40.87,1.3,5.0,82,32.0,6.1,0
60.96,0.0,60.96,3.5,5.0,195,64.0,6.1,0
659.99,0.0,659.99,4.2,5.0,177,512.0,6.78,2
219.0,0.0,219.0,3.9,5.0,169,6.0,6.5,1
229.0,0.0,229.0,4.4,5.0,188,256.0,6.67,1
59.99,0.0,59.99,3.0,5.0,72,16.0,6.1,0
219.99,0.0,219.99,3.7,5.0,108,256.0,6.5,1
132.86,16.96,159.99,3.8,5.0,73,128.0,6.2,0
874.37,0.0,874.37,3.3,5.0,15,256.0,6.7,2
75.99,0.0,75.99,3.3,5.0,187,32.0,6.56,0
30.77,5.93,32.71,2.5,5.0,190,0.0,0.66,0
58.99,0.0,58.99,3.2,5.0,12,4.0,5.7,0
139.99,0.0,139.99,4.6,5.0,177,64.0,5.45,0
229.95,0.0,229.95,3.3,5.0,73,8.0,6.3,1
34.99,12.5,39.99,3.3,5.0,9,16.0,5.5,0
158.99,0.0,158.99,5.0,5.0,85,256.0,6.8,0
162.99,14.19,189.95,3.5,5.0,119,8.0,6.5,0
239.99,0.0,239.99,2.0,5.0,118,256.0,6.8,1
124.99,0.0,124.99,3.7,5.0,113,64.0,5.45,0
104.0,42.22,179.99,3.9,5.0,138,64.0,6.6,0
1099.99,0.0,1099.99,4.3,5.0,138,512.0,6.7,2
269.99,0.0,269.99,2.9,5.0,138,32.0,5.1,1
59.99,0.0,59.99,3.3,5.0,72,0.13,1.77,0
751.85,0.0,751.85,3.2,5.0,138,256.0,7.6,2
266.52,0.0,266.52,3.3,5.0,138,128.0,6.6,1
129.99,0.0,129.99,2.9,5.0,113,64.0,6.5,0
89.99,0.0,89.99,4.3,5.0,108,64.0,6.6,0
309.99,0.0,309.99,4.0,5.0,119,128.0,6.72,1
484.98,0.0,484.98,2.9,5.0,138,128.0,6.2,2
419.0,11.78,474.97,2.7,5.0,138,8.0,6.8,2
158.99,0.0,158.99,4.6,4.0,17,256.0,6.8,0
339.0,0.0,339.0,4.7,4.0,138,128.0,6.7,1
357.57,0.0,357.57,3.3,4.0,138,512.0,6.9,1
359.95,0.0,359.95,5.0,4.0,138,256.0,6.1,1
299.99,0.0,299.99,2.1,4.0,160,32.0,5.0,1
1180.0,0.0,1180.0,5.0,4.0,188,1024.0,6.73,2
599.99,0.0,599.99,4.2,4.0,138,512.0,6.6,2
239.99,0.0,239.99,3.7,4.0,138,128.0,5.8,1
349.97,0.0,349.97,4.4,4.0,138,64.0,6.2,1
1399.5,0.0,1399.5,5.0,4.0,138,1000.0,6.8,2
168.99,0.0,168.99,5.0,4.0,5,256.0,6.8,0
452.74,0.0,452.74,3.2,4.0,138,256.0,6.6,2
486.9,0.0,486.9,3.3,4.0,138,256.0,6.8,2
989.0,16.89,1189.99,3.8,4.0,153,256.0,6.5,2
31.57,11.96,35.86,3.6,4.0,34,800.0,1.8,0
46.09,0.0,46.09,1.9,4.0,200,8.0,6.3,0
689.99,0.0,689.99,2.5,4.0,138,128.0,6.2,2
99.99,9.09,109.99,5.0,4.0,186,256.0,6.7,0
32.49,0.0,32.49,2.4,4.0,19,0.0,2.6,0
179.99,50.69,364.99,3.0,4.0,73,128.0,6.1,0
299.99,0.0,299.99,4.7,4.0,73,128.0,6.1,1
499.0,0.0,499.0,3.5,4.0,138,512.0,6.7992162700000005,2
144.9,0.0,144.9,4.0,4.0,202,64.0,3.0,0
367.93,0.0,367.93,2.9,4.0,138,256.0,6.7,1
499.0,0.0,499.0,3.0,4.0,138,128.0,6.9,2
456.0,0.0,456.0,5.0,4.0,138,256.0,7.6,2
63.06,0.0,63.06,3.1,4.0,42,32.0,6.1,0
549.99,0.0,549.99,5.0,4.0,23,24.0,6.78,2
689.0,0.0,689.0,3.7,4.0,7,256.0,6.78,2
149.05,0.0,149.05,2.4,4.0,112,128.0,6.5,0
1199.0,7.7,1299.0,2.2,4.0,15,1000.0,6.7,2
198.98,0.0,198.98,3.8,4.0,15,16.0,4.0,0
52.9,0.0,52.9,1.8,4.0,207,2.0,3.0,0
129.99,10.35,145.0,3.4,4.0,138,128.0,6.5,0
79.79,0.0,79.79,3.3,4.0,71,8.0,2.5,0
70.38,0.0,70.38,2.5,4.0,42,32.0,6.1,0
109.99,0.0,109.99,2.9,4.0,3,128.0,6.8,0
456.0,0.0,456.0,2.7,4.0,138,256.0,7.6,2
114.91,0.0,114.91,4.2,4.0,42,4.0,6.1,0
133.16,11.22,149.99,3.0,4.0,168,32.0,6.5,0
109.99,0.0,109.99,5.0,4.0,23,4.0,6.52,0
360.99,0.0,360.99,5.0,4.0,138,128.0,6.7,1
250.0,10.7,279.94,3.6,4.0,15,64.0,6.5,1
74.99,0.0,74.99,4.7,4.0,20,63.98,3.0,0
84.0,41.67,144.0,3.9,4.0,108,128.0,6.3,0
459.99,0.0,459.99,2.5,4.0,23,256.0,6.56,2
643.0,0.0,643.0,5.0,4.0,15,256.0,6.7,2
88.99,16.82,106.99,3.5,4.0,108,64.0,6.5,0
65.86,11.14,74.12,2.1,3.0,45,64.0,6.1,0
627.25,0.0,627.25,5.0,3.0,15,128.0,6.7,2
1099.0,8.34,1199.0,2.1,3.0,15,512.0,6.7,2
1099.0,8.34,1199.0,4.6,3.0,15,512.0,6.7,2
616.65,0.0,616.65,5.0,3.0,15,256.0,6.7,2
687.5,0.0,687.5,3.6,3.0,15,512.0,6.7,2
696.39,0.0,696.39,3.3,3.0,15,512.0,6.7,2
68.05,0.0,68.05,2.6,3.0,69,32.0,5.0,0
34.29,8.8,37.6,2.5,3.0,35,16.0,2.2,0
477.99,0.0,477.99,4.5,3.0,138,256.0,6.8,2
199.98,0.0,199.98,3.0,3.0,188,128.0,6.67,0
45.89,0.0,45.89,3.6,3.0,43,16.0,3.0,0
849.0,0.0,849.0,5.0,3.0,15,1024.0,6.7,2
92.5,5.2,97.57,4.3,3.0,188,64.0,6.71,0
88.5,0.0,88.5,3.6,3.0,188,64.0,6.71,0
189.99,0.0,189.99,5.0,3.0,161,256.0,7.0,0
549.0,24.79,729.99,3.4,3.0,138,128.0,10.1,2
26.64,5.77,28.27,1.7,3.0,45,32.0,2.4,0
524.99,30.0,749.99,5.0,3.0,138,256.0,6.1,2
59.51,0.0,59.51,5.0,3.0,42,4.0,2.5,0
824.99,0.0,824.99,4.7,3.0,138,256.0,6.6,2
499.98,0.0,499.98,2.5,3.0,145,128.0,6.2,2
46.15,0.0,46.15,2.4,3.0,190,0.0,2.8,0
53.89,0.0,53.89,3.5,3.0,72,8.0,2.8,0
22.15,0.0,22.15,3.0,3.0,42,0.0,1.8,0
189.99,0.0,189.99,3.5,3.0,139,256.0,6.8,0
89.99,7.22,96.99,4.6,3.0,187,64.0,6.53,0
63.05,0.0,63.05,2.1,3.0,112,4.0,5.0,0
682.45,0.0,682.45,4.1,3.0,138,256.0,7.6,2
824.0,8.44,899.99,3.7,3.0,188,12.0,6.67,2
1145.0,0.0,1145.0,5.0,3.0,188,16.0,6.73,2
1035.0,0.0,1035.0,3.5,3.0,14,12.0,7.6,2
1240.0,0.0,1240.0,2.7,3.0,138,256.0,7.6,2
579.97,0.0,579.97,5.0,3.0,138,128.0,2.0,2
49.88,0.0,49.88,2.7,3.0,151,4.0,6.53,0
38.87,0.0,38.87,1.4,3.0,42,0.0,2.8,0
354.98,0.0,354.98,5.0,3.0,138,128.0,6.4,1
21.54,0.0,21.54,2.6,3.0,180,0.0,2.4,0
269.99,0.0,269.99,3.9,3.0,38,256.0,6.58,1
99.0,0.0,99.0,2.7,3.0,38,15.0,6.52,0
59.99,0.0,59.99,1.0,3.0,187,32.0,6.52,0
279.99,0.0,279.99,5.0,3.0,38,256.0,6.56,1
69.99,0.0,69.99,3.6,3.0,168,32.0,6.52,0
469.99,0.0,469.99,2.1,3.0,138,128.0,6.4,2
69.99,19.54,86.99,4.6,3.0,187,32.0,6.52,0
219.99,0.0,219.99,4.6,3.0,108,256.0,6.5,1
706.5,0.0,706.5,4.0,3.0,15,512.0,6.7,2
60.22,0.0,60.22,3.5,3.0,193,16.0,6.11,0
69.99,6.67,74.99,5.0,3.0,21,64.0,3.0,0
149.99,0.0,149.99,3.1,3.0,138,4.0,6.6,0
43.93,11.66,49.73,5.0,3.0,66,32.0,2.4,0
109.0,0.0,109.0,5.0,3.0,138,64.0,6.7,0
52.99,0.0,52.99,4.3,3.0,72,16.0,3.0,0
75.99,0.0,75.99,5.0,3.0,156,16.0,4.3,0
188.88,0.0,188.88,1.0,3.0,106,256.0,6.82,0
359.98,0.0,359.98,3.5,3.0,73,128.0,6.12,1
169.99,0.0,169.99,5.0,3.0,75,256.0,6.67,0
759.99,0.0,759.99,4.4,3.0,177,512.0,6.78,2
71.25,16.05,84.87,1.0,3.0,82,4.0,5.72,0
63.09,0.0,63.09,3.9,3.0,164,32.0,5.0,0
499.99,0.0,499.99,2.6,3.0,177,256.0,6.78,2
665.06,0.0,665.06,4.1,3.0,73,256.0,6.4,2
199.0,0.0,199.0,4.1,3.0,102,128.0,6.1,0
199.99,20.0,249.99,3.3,3.0,119,128.0,6.7,0
99.99,0.0,99.99,5.0,3.0,147,256.0,6.7,0
84.99,0.0,84.99,2.3,3.0,109,3.0,6.6,0
52.16,0.0,52.16,1.0,3.0,89,32.0,2.4,0
60.0,19.99,74.99,2.4,3.0,74,4.0,3.2,0
168.99,0.0,168.99,5.0,3.0,85,256.0,6.82,0
30.19,0.0,30.19,3.4,3.0,123,0.0,2.4,0
99.0,0.0,99.0,3.5,3.0,125,4.0,6.5,0
49.99,0.0,49.99,3.1,3.0,113,0.0,2.4,0
79.95,11.12,89.95,5.0,3.0,108,128.0,6.5,0
299.99,0.0,299.99,5.0,3.0,108,128.0,6.55,1
36.99,0.0,36.99,5.0,3.0,72,8.0,5.0,0
162.99,0.0,162.99,5.0,3.0,181,256.0,6.8,0
210.0,0.0,210.0,3.2,3.0,73,12.0,6.7,1
429.99,0.0,429.99,3.5,3.0,1,256.0,6.79,2
111.8,0.0,111.8,2.0,3.0,165,64.0,6.1,0
299.0,0.0,299.0,2.0,2.0,119,256.0,6.72,1
751.46,0.0,751.46,2.9,2.0,15,256.0,6.7,2
99.99,0.0,99.99,5.0,2.0,23,3.0,6.53,0
649.99,0.0,649.99,5.0,2.0,188,1024.0,6.67,2
189.99,0.0,189.99,5.0,2.0,188,128.0,6.67,0
469.99,53.0,999.99,5.0,2.0,108,256.0,6.9,2
31.24,0.0,31.24,3.4,2.0,123,0.0,2.8,0
978.49,0.0,978.49,5.0,2.0,15,256.0,6.7,2
49.27,0.0,49.27,4.4,2.0,138,32.0,6.5,0
74.0,0.0,74.0,1.0,2.0,157,32.0,6.0,0
34.66,0.0,34.66,1.0,2.0,89,0.0,2.6,0
736.73,0.0,736.73,5.0,2.0,15,256.0,6.7,2
179.99,0.0,179.99,5.0,2.0,57,256.0,6.8,0
204.5,0.0,204.5,3.5,2.0,138,256.0,6.5,1
697.79,0.0,697.79,4.6,2.0,15,512.0,6.7,2
118.0,0.0,118.0,3.0,2.0,176,2.0,4.7,0
94.99,0.0,94.99,5.0,2.0,108,128.0,6.5,0
99.0,0.0,99.0,5.0,2.0,206,4.0,6.5,0
131.98,9.24,145.41,2.0,2.0,138,128.0,6.5,0
619.99,0.0,619.99,5.0,2.0,23,24.0,6.78,2
72.87,0.0,72.87,3.0,2.0,190,64.0,5.5,0
719.0,0.0,719.0,5.0,2.0,15,1024.0,6.7,2
1099.0,8.34,1199.0,3.0,2.0,15,512.0,6.7,2
64.99,0.0,64.99,5.0,2.0,87,32.0,3.0,0
62.9,0.0,62.9,5.0,2.0,93,3.0,3.0,0
630.0,0.0,630.0,3.0,2.0,15,128.0,6.7,2
177.36,7.52,191.78,2.5,2.0,169,64.0,4.7,0
269.36,0.0,269.36,3.4,2.0,138,256.0,6.4,1
789.3,0.0,789.3,5.0,2.0,138,512.0,6.8,2
929.99,0.0,929.99,5.0,2.0,138,256.0,6.8,2
159.99,0.0,159.99,5.0,2.0,169,64.0,6.5,0
219.99,0.0,219.99,4.0,2.0,113,128.0,6.5,1
79.99,0.0,79.99,3.3,2.0,108,32.0,5.4,0
334.73,0.0,334.73,5.0,2.0,138,256.0,12.0,1
1330.0,4.66,1395.0,1.0,2.0,138,512.0,6.0,2
1750.0,0.0,1750.0,5.0,2.0,138,512.0,7.6,2
69.64,0.0,69.64,1.9,2.0,19,32.0,6.1,0
45.0,29.69,64.0,3.1,2.0,108,32.0,6.5,0
62.99,0.0,62.99,4.0,2.0,72,16.0,3.0,0
87.47,4.76,91.84,1.0,2.0,190,64.0,6.3,0
62.14,0.0,62.14,3.1,2.0,180,4.0,6.1,0
109.99,15.39,129.99,3.5,2.0,38,256.0,6.52,0
132.01,0.0,132.01,3.1,2.0,45,128.0,6.5,0
48.92,7.38,52.82,3.4,2.0,82,32.0,4.66,0
499.99,0.0,499.99,5.0,2.0,177,512.0,6.58,2
68.37,0.0,68.37,2.5,2.0,180,32.0,4.66,0
82.58,0.0,82.58,3.0,2.0,82,32.0,6.1,0
85.49,0.0,85.49,4.2,2.0,172,32.0,3.0,0
559.97,16.42,670.0,5.0,2.0,73,256.0,6.2,2
26.8,0.0,26.8,1.0,2.0,6,16.0,2.2,0
384.97,0.0,384.97,3.0,2.0,73,128.0,6.12,1
384.97,22.85,499.0,5.0,2.0,73,128.0,6.1,1
425.0,0.0,425.0,2.8,2.0,73,128.0,6.7,2
129.99,7.14,139.99,5.0,2.0,137,256.0,6.8,0
554.95,0.0,554.95,5.0,2.0,138,128.0,6.6,2
25.15,0.0,25.15,3.0,2.0,128,16.0,2.2,0
23.85,8.02,25.93,3.0,2.0,128,16.0,2.2,0
139.99,0.0,139.99,5.0,2.0,148,256.0,6.8,0
510.39,0.0,510.39,3.0,2.0,138,256.0,6.8,2
179.99,5.26,189.99,1.0,2.0,51,256.0,6.8,0
199.99,0.0,199.99,5.0,2.0,51,256.0,6.8,0
311.95,0.0,311.95,5.0,2.0,138,128.0,6.8,1
139.99,0.0,139.99,5.0,2.0,38,256.0,6.56,0
64.66,0.0,64.66,1.0,2.0,61,16.0,6.11,0
22.77,0.0,22.77,4.5,2.0,37,16.0,1.8,0
49.99,16.67,59.99,1.0,2.0,13,8.0,5.34,0
37.47,0.0,37.47,1.0,2.0,59,0.0,3.0,0
174.0,0.0,174.0,2.0,2.0,78,128.0,6.3,0
61.3,0.0,61.3,2.5,2.0,63,512.0,6.1,0
219.99,0.0,219.99,4.5,2.0,84,256.0,6.7,1
61.28,0.0,61.28,3.0,2.0,29,128.0,5.0,0
43.13,0.0,43.13,3.0,2.0,45,16.0,1.77,0
629.0,5.98,669.0,5.0,2.0,205,512.0,6.78,2
39.78,0.0,39.78,4.0,2.0,79,16.0,3.0,0
279.99,0.0,279.99,5.0,2.0,38,256.0,6.56,1
14.02,0.0,14.02,1.0,2.0,37,64.0,0.66,0
524.89,6.27,560.0,5.0,2.0,138,256.0,6.4,2
49.95,0.0,49.95,2.9,2.0,170,3.0,6.6,0
369.99,0.0,369.99,4.5,2.0,177,256.0,6.78,1
518.95,0.0,518.95,5.0,1.0,138,256.0,6.1,2
665.5,0.0,665.5,3.0,1.0,15,256.0,6.7,2
666.2,0.0,666.2,5.0,1.0,15,512.0,6.7,2
148.69,0.0,148.69,2.0,1.0,190,128.0,6.5,0
49.99,0.0,49.99,1.0,1.0,72,0.13,1.8,0
149.99,6.25,159.99,1.0,1.0,210,256.0,6.82,0
709.0,0.0,709.0,4.0,1.0,15,512.0,6.7,2
37.56,0.0,37.56,1.0,1.0,196,8.0,2.5,0
35.13,0.0,35.13,5.0,1.0,190,0.0,2.4,0
199.0,0.0,199.0,5.0,1.0,188,128.0,6.67,0
679.97,0.0,679.97,5.0,1.0,15,256.0,6.7,2
749.99,0.0,749.99,1.0,1.0,138,512.0,6.8,2
58.88,0.0,58.88,1.0,1.0,49,16.0,7.0,0
664.97,0.0,664.97,5.0,1.0,15,128.0,6.7,2
50.09,0.0,50.09,4.0,1.0,141,0.0,1.8,0
99.99,33.34,149.99,1.0,1.0,138,32.0,6.2,0
799.99,0.0,799.99,5.0,1.0,4,256.0,6.53,2
58.88,0.0,58.88,1.0,1.0,49,16.0,7.0,0
719.97,0.0,719.97,3.0,1.0,15,256.0,6.7,2
434.97,0.0,434.97,5.0,1.0,15,128.0,6.1,2
282.0,68.63,899.0,3.0,1.0,138,128.0,6.1,1
879.0,0.0,879.0,5.0,1.0,205,1000.0,6.8,2
604.1,0.0,604.1,5.0,1.0,15,128.0,6.7,2
299.99,0.0,299.99,5.0,1.0,138,128.0,6.4,1
696.39,0.0,696.39,4.0,1.0,15,512.0,6.7,2
189.99,0.0,189.99,5.0,1.0,46,256.0,6.8,0
94.95,11.39,107.16,1.0,1.0,138,128.0,6.5,0
325.0,34.87,499.0,1.0,1.0,73,256.0,6.71,1
289.99,0.0,289.99,5.0,1.0,138,128.0,6.6,1
1099.99,15.71,1305.0,4.0,1.0,153,512.0,6.5,2
179.0,0.0,179.0,1.0,1.0,138,128.0,6.5,0
17.93,0.0,17.93,2.0,1.0,136,0.0,0.66,0
89.99,0.0,89.99,5.0,1.0,52,128.0,6.3,0
139.99,6.67,149.99,1.0,1.0,51,256.0,6.82,0
60.22,0.0,60.22,5.0,1.0,49,16.0,6.0,0
60.22,0.0,60.22,2.0,1.0,49,16.0,6.0,0
17.86,0.0,17.86,1.0,1.0,149,64.0,0.66,0
119.99,0.0,119.99,5.0,1.0,138,128.0,6.7,0
169.99,0.0,169.99,5.0,1.0,139,6.0,6.8,0
849.0,0.0,849.0,4.0,1.0,116,256.0,6.8,2
339.99,0.0,339.99,5.0,1.0,169,128.0,6.4,1
129.99,0.0,129.99,5.0,1.0,108,64.0,6.6,0
17.34,0.0,17.34,3.0,1.0,162,64.0,0.66,0
59.99,0.0,59.99,4.0,1.0,102,16.0,5.4,0
94.99,0.0,94.99,5.0,1.0,97,128.0,6.6,0
89.99,0.0,89.99,1.0,1.0,97,128.0,6.56,0
659.99,0.0,659.99,5.0,1.0,177,512.0,6.78,2
71.0,11.24,79.99,5.0,1.0,120,64.0,6.7,0
82.0,17.17,99.0,5.0,1.0,157,128.0,6.82,0
125.99,0.0,125.99,5.0,1.0,135,256.0,6.74,0
499.99,0.0,499.99,2.0,1.0,177,256.0,6.78,2
117.41,0.0,117.41,1.0,1.0,82,128.0,7.3,0
21.7,0.0,21.7,1.0,1.0,79,0.0,1.0,0
659.99,0.0,659.99,5.0,1.0,177,512.0,6.78,2
449.98,0.0,449.98,1.0,1.0,138,128.0,6.1,2
644.99,0.0,644.99,5.0,1.0,138,128.0,6.1,2
1549.99,0.0,1549.99,1.0,1.0,138,1000.0,6.2,2
149.99,0.0,149.99,2.0,1.0,188,128.0,6.8,0
105.27,8.55,115.11,3.0,1.0,126,32.0,4.0,0
478.0,0.0,478.0,5.0,1.0,138,128.0,6.2,2
1139.97,5.0,1199.99,5.0,1.0,15,512.0,6.7,2
1142.75,0.0,1142.75,5.0,1.0,15,512.0,6.7,2
968.95,0.0,968.95,5.0,1.0,15,256.0,6.7,2
75.29,0.0,75.29,1.0,1.0,180,0.0,2.6,0
95.0,7.32,102.5,3.0,1.0,188,4.0,6.71,0
383.99,0.0,383.99,5.0,1.0,138,128.0,6.6,1
1199.0,7.7,1299.0,5.0,1.0,15,1000.0,6.7,2
1199.0,7.7,1299.0,5.0,1.0,15,1000.0,6.7,2
399.99,0.0,399.99,4.0,1.0,138,128.0,6.5,1
54.99,0.0,54.99,5.0,1.0,203,16.0,3.0,0
53.99,0.0,53.99,3.0,1.0,203,16.0,3.0,0
476.0,0.0,476.0,3.0,1.0,138,128.0,6.1,2
249.99,0.0,249.99,5.0,1.0,38,256.0,6.56,1
60.67,0.0,60.67,5.0,1.0,196,8.0,2.5,0
45.45,5.69,48.19,2.0,1.0,35,16.0,2.4,0
29.99,0.0,29.99,5.0,1.0,175,2.0,2.6,0
58.88,0.0,58.88,5.0,1.0,92,16.0,6.52,0
58.88,0.0,58.88,2.0,1.0,92,16.0,6.52,0
1030.9,0.0,1030.9,4.0,1.0,138,12.0,6.8,2
749.99,0.0,749.99,5.0,1.0,143,512.0,6.7,2
179.99,0.0,179.99,5.0,1.0,3,256.0,6.8,0
687.0,0.0,687.0,5.0,1.0,138,256.0,6.7,2
865.0,0.0,865.0,1.0,1.0,138,512.0,6.7,2
139.99,0.0,139.99,5.0,1.0,188,64.0,6.43,0
377.52,0.0,377.52,4.0,1.0,138,256.0,6.7,1
698.99,0.0,698.99,5.0,1.0,23,256.0,6.9,2
